mol1,mol2,y
C(=O)C,CCC(=O)c1ccccc1C=1CCCCC1C=1CCCCC1CCC(CC)(O)CCC,5.271192555003023
CCC,C=CCC=C,5.857805214348748
CCC,CCC=1CCCCC1C(CCC)C=1CCCCC1CCC=1CCCCC1CC,1.7993828473685891
CCCCCCC=1CCCCC1CC=1CCCCC1C,CCC=1CCCCC1CCC=CCCC,2.275628011841145
CCCCCCC,CCCCC,9.326651793550502
CC=C(O)CCC,CC=C,7.549727522460487
C(=O)C(=O)CCCC=C(CCC)C,C(CCC)CCC,4.171328802636099
CCCCCCC,CCC,2.465983216698393
CC(=O)CC,CCC,5.315073129293333
CC=1CCCCC1C,CCCCCCC,9.328033490061223
C(=O)C(CCC)C,CCCCCC,6.875136313368302
CCCCC,C=C,7.474706986230522
CCC,CCCCC,6.721943066248214
CCCCC=C,CC(CCC)CCC,3.1025958971253544
CCC=1CCCCC1CC(O)C,CCC=1CCCCC1CCCCCCCCC=1CCCCC1C(CCC)CCC,2.905557100503633
C(CC)C,Cc1ccccc1c1ccccc1CCCc1ccccc1CCCCC,9.507441707460329
C(=O)(O)C=1CCCCC1C,CC=Cc1ccccc1CCC,3.5034084824475107
C(=O)C,CCCCC,4.288773429107237
CCC(=O)CCCC,Cc1ccccc1Cc1ccccc1CCCCC,4.988863669572376
C(CC)CC(CCC)CC,CCC,1.19586316546529
CCCC=CCC=1CCCCC1CC,CC(CCC)C(CCC)CC(O)C,1.7110135583712145
CCc1ccccc1C(CCC)C=1CCCCC1CCCCC(=O)C,CCCCCCC(CCC)CC=1CCCCC1CCCCc1ccccc1Cc1ccccc1C,5.853773708764021
CCC,CCCC=1CCCCC1C(CCC)=C,6.527774111986708
CC(CCC)C,CCC,1.4484234575383357
CCCCCCC,CCC,1.5163224877735184
CCCCC,CCC,6.0658229245026085
Cc1ccccc1CCCc1ccccc1C,CCC,9.930604118781604
C(CC)C,CCCC(CC)Cc1ccccc1Cc1ccccc1CCCCC,8.017366063296233
CCC,C(O)CCC,6.947797646390885
CC=1CCCCC1C,C(O)=CCCc1ccccc1C,4.347504602380399
CCC,CCCCCCCCCCCCC,6.402357078779865
CCC,CCCC,3.9190320416836366
CCC,C(CC)Cc1ccccc1C,4.743987972266826
Cc1ccccc1C=CC(=O)CC,CCC,9.8190581408044
CCC=1CCCCC1CC=1CCCCC1CC(O)C=CCc1ccccc1C,CCCCc1ccccc1CC(O)CC(CC)(CC)CCc1ccccc1C=CC,9.12332902755973
CCC,CC(O)CCCCCCCCC,6.111130673606919
CCCCCCCC,CCC,3.9438456630328527
C(CCC)Cc1ccccc1CC=CC,CCCCc1ccccc1C(CC)CCC,7.299005047120001
CCC,CCCCC(CCC)CCCC,2.3674282547506604
C(O)CCC=CC(=O)C,C(CC)C(O)CC(CCC)C,9.392282797959554
CCc1ccccc1C=1CCCCC1C,CCC,8.349675018152496
CCCC,C(=O)Cc1ccccc1C(CCC)C,9.46390851107444
CC(CCC)=C(CCC)C(O)(CC)C,C(O)CCCC,9.983032248184417
CCC,CCCC,7.677977060059513
Cc1ccccc1CCC=1CCCCC1CCCC=1CCCCC1C,C(CC)CC(CC)(CC)C(O)Cc1ccccc1C,4.273390368470159
C(CCC)C(CC)CC,CC(=O)CCCC,6.901152753919988
CCC=1CCCCC1C(=O)C,Cc1ccccc1CCc1ccccc1CC=1CCCCC1CC(CC)C(CC)CCCCCC(=O)C,8.226308156515675
CC(CCC)CCC,CCc1ccccc1C,1.1808137448480371
CCC,C(CC)(O)CCCCC,5.977801876579846
CCC(O)CC(=O)C,CCC,7.5583259005788115
CC(=O)CCC,CC(CCC)CC,7.702996630990652
C(CC)C,CCC,6.492393167718984
C=Cc1ccccc1CCC=C,CCC,2.1252942047255985
CCCCCC,C(CCC)(=O)C,9.982354956461998
CCC(CC)CC,Cc1ccccc1CC,5.6572916217898825
CCC,CCCC,7.103522590810337
CCc1ccccc1CCCCCCCCCCC,CCC,4.4952429668418175
CCC(CCC)C(CC)CC(=O)CC=1CCCCC1CC,CCCc1ccccc1CCC,1.8328756187700947
CCC=C,C(=O)=CC(O)C,5.06875407444689
C(CC)C(CC)C=1CCCCC1CCC=1CCCCC1CC(CCC)(CC)CC=1CCCCC1C,CCC(=O)CC,1.8400904571678924
CCC,CCCCCC,6.22682890347036
C(O)CC(=O)CC,C(CCC)CCCC=1CCCCC1CCC(O)CC(CC)C,6.1988608347896665
CCCCCCCCCC(=O)CC=C(O)C,Cc1ccccc1CCC,9.903605860056832
CC(CCC)CCC,CCCC=1CCCCC1CCCCCC,6.007726579478464
CCCCCc1ccccc1C=1CCCCC1CCCC(=O)CC,CCCc1ccccc1C(O)C,5.559707257768035
CCc1ccccc1C,CCCCCCC(CCC)=CCCC=1CCCCC1CCCC,1.0206480189693539
CCCC,C=C,5.517170238838895
CCC(CC)CCCCCC,CCCCC(O)C(=O)C(CC)(CCC)c1ccccc1C=1CCCCC1CCCCC=1CCCCC1C,7.226377410405985
CC=1CCCCC1CC,CCC=CCC(CCC)CC,2.926396495981467
CCCCC,CC=1CCCCC1c1ccccc1CC(CCC)C=CCC(CCC)CC(O)=C,2.313104545730435
CC(O)(CCC)C=CC(CCC)CC(CC)C,CCCC,1.5003761170396643
CC=1CCCCC1C=1CCCCC1C=1CCCCC1C(CCC)CCCC,CC=CCC(O)C(O)C,7.108386976120892
CCc1ccccc1C(=O)C,Cc1ccccc1C,5.9434739812852335
CC(CCC)CCCCCc1ccccc1Cc1ccccc1C,CC(=O)CC,6.620780419028594
CC=1CCCCC1CCCC(CCC)CCC(CCC)C,C=CCCC,6.979422303113704
CCC,CCC,9.890504263308928
CCCCC,CCCC,1.9489583612863521
CC(CCC)CC,CCC,3.3388610454234264
CCC,C(CCC)CC,7.586958421740351
CCC=CC=1CCCCC1c1ccccc1CCCC,C(=O)C,1.1414867738862147
CCc1ccccc1CC,CCCC(O)C,1.3546935758577514
C(CCC)C,CC(O)C,6.664461216420949
CCCC(CC)C(=O)CC(CC)CCC=C,C(CC)C,7.864729988675135
CCC=1CCCCC1C(CCC)C=CC(=O)CC=1CCCCC1C,CC=CCCC,3.383352629526182
CCCC,CC(=O)CC,3.3380737478175546
CCCCCc1ccccc1c1ccccc1CC,C(=O)C(O)CC(O)C,9.083895118478887
CCCCCc1ccccc1CCCCc1ccccc1CCCCC,CCCCCC(CCC)(CCC)CCCC(=O)CC,9.91966643082502
C(CC)C,CCC,3.4549964969707614
Cc1ccccc1c1ccccc1CC,CCCCCC,7.151411306677621
C(=O)c1ccccc1C,C(CCC)C=1CCCCC1CCC=1CCCCC1CCCC=C,6.519139139031076
CCC(CC)C(CC)CCCCCC(CC)CCC(=O)CC=1CCCCC1C,CCCCC,2.459040457067182
CCCC,CCC(CCC)Cc1ccccc1CCCC,5.088773504005337
CCC,CCCCC,5.86581701949865
C(O)c1ccccc1C,CCCCCCCC(CC)C,9.772278038440032
CCCC,CCCC=1CCCCC1C=1CCCCC1C,6.464032723674501
C(CCC)CCC(CC)CCC,CC(O)C,1.592337567879266
CCC,C(=O)(CCC)CC,4.60115049149845
CCCCC,CC=CCCC(CC)(O)CCCCC,5.9203582016306795
CCC(=O)CC(=O)CCCCC,C(CC)C=CCCC=C,1.2789824409519408
C(CC)C,CCCCCC=1CCCCC1C(CC)C(=O)C,2.0018414585731317
CCCCC(CC)CC(O)C,C(O)(CC)CCC,9.873188952165297
CCCC,CCC,2.8298889122213007
C(CCC)CCCC(CC)C,CCCC=C(CCC)CC,8.779325560963308
CCC,CCC(O)=C,4.43607560356356
CCC,C(CC)C=1CCCCC1C(O)C,2.1142949902206674
C(CC)CCC=1CCCCC1C=1CCCCC1CCCC(CCC)CCC,CCCCC=C,7.676295746980094
CC=1CCCCC1C,C(CCC)(CC)C,7.559722193478961
CCC(CCC)=CCCC,C(O)(CC)CC,5.698104830177887
CCC,C(CC)(CC)CC(CC)C,3.9286905422620713
CCC=1CCCCC1Cc1ccccc1CCc1ccccc1C(CCC)c1ccccc1c1ccccc1CCCCCCC,CCCC,9.816580142878207
CCC,CCC,4.612663008146018
CC(=O)C,C(O)CC=CCCC,1.9125159842436914
CCC,C(O)CC(=O)CCC=1CCCCC1C,3.008836941815382
C(CC)CCCC,C(=O)CCC(=O)C,4.160207066914992
CCc1ccccc1C(CC)(O)C,Cc1ccccc1Cc1ccccc1CCC(=O)CC(CC)C,9.120334864106777
CCC(CC)CC(CC)C,CC=1CCCCC1CCC,8.620457141470565
CCC(CCC)=C,CCC(CCC)C,6.657264944688309
Cc1ccccc1CCC,C(O)C(CCC)CCC,4.958297001305739
CCCCC,CC(CCC)CC,4.3046836437840685
C(CC)C,C(=O)CC(CCC)CCCC(O)C=1CCCCC1CCC(=O)C,8.158719552192927
CCC,CCC=1CCCCC1CC,2.740842633833797
CCCCCCCCC,CCCC,9.108026556557986
Cc1ccccc1C=C,CCC(CC)CC=1CCCCC1CCC,5.520421049927505
C(CCC)C,CCCC(=O)C=1CCCCC1C=1CCCCC1C,4.431911721632705
C(O)(CC)C(CCC)CC,C(CC)C=1CCCCC1CCCCCC,3.039976463265409
CC=1CCCCC1C,C(=O)CC(=O)CCC,7.749332859172606
CC(O)c1ccccc1CC,C(=O)(CCC)CCC,4.488437936421804
CCC(CC)C=CC,CCC(=O)Cc1ccccc1C(=O)C,1.210163138143341
CCC,CCC,9.796116075086575
CCC(CCC)CCCCCCC,C(=O)CCC=CCCC,4.970538959847554
C(=O)CCCC(CC)CC(O)CC(CC)CCC=1CCCCC1C,CCC,2.3244355860047015
CCCCCCC(O)CC,C(O)CCCC(CC)(O)CCC(=O)c1ccccc1C,3.9592762317771206
C(=O)c1ccccc1C,CCCC=CCC=1CCCCC1CCCC(CCC)(O)CCc1ccccc1CC(=O)CC,9.133566717075045
CCCCC(O)CCC,CC(=O)CC=CCCCCCCC,8.518233768779385
CCCC,CCC=CCC,3.1496872982664335
CCCc1ccccc1c1ccccc1C,CC(=O)CCC(CCC)CCCCC,6.68502780328622
CCC(=O)C,CCCC,8.32040325760093
CCC(=O)C(CC)C=1CCCCC1CC,CCC,7.389204136280174
CC(O)CC,C(CC)C,5.730847444672992
CCC(O)C,C(=O)(CC)CC,1.280286479067734
CCC,C(=O)CCC,5.388645947544402
CCCCC,CCC=1CCCCC1C,3.1730620674662946
CCCc1ccccc1CCCC(O)C,CCCCCCCCCC,1.096852982903677
CCCCC(=O)CC,CC(CC)C=1CCCCC1C(O)CCCCCCCCCCCCCCC,5.994734955927777
CCC,CCCCCCC,8.628792036992646
C(=O)(CCC)C,CC(CCC)CC,3.9606802220974062
C(O)C=1CCCCC1CCCC,C(O)(CCC)CC(CC)C=1CCCCC1CCc1ccccc1CCCCc1ccccc1CCCCCC,1.6170543790672385
CCC,CCCCC(O)CC=CC=C=C(O)C,6.5798687713997825
CCCC(CC)C=1CCCCC1CCCC(=O)C=1CCCCC1C,CCC,4.177430028671734
CCC,CCC,2.2355312414076716
CC(CC)CC(=O)Cc1ccccc1CCC,CCCC,8.028255743876791
C(CCC)C=C,CCC=CCCCC,7.240712843556723
CCC,CCC,4.231629027561453
C(CC)C=1CCCCC1CCC=1CCCCC1C,Cc1ccccc1CC,3.5995459772729044
CC(=O)CCC,CCC(CCC)CCC,1.0015298179639869
CCC(CC)=CC=1CCCCC1C,CCCC=CC,7.341675347487634
CCC,CCC,4.044749978499804
CCCCC,CCCC,5.277053556317908
CCC,CCCC,1.9635038571302363
CCC=1CCCCC1C=C,CCCCc1ccccc1CCC,2.8631006996983936
CCC,CCC(O)CCCC,7.5070577628655375
CCC,Cc1ccccc1CC,5.104341008286978
CC=1CCCCC1c1ccccc1C,C(CC)CCC,2.2322513578537575
C=C(CCC)CC=1CCCCC1C,CCC,5.868679411417768
CCC(=O)CC(CCC)C(O)(CCC)C(CCC)(CC)CC,CCCC=CCCCC,7.209040043810921
CCCCC(O)(CC)C=1CCCCC1CC(CCC)CC(=O)CCCCC,CCC(CC)=CCC,3.189897978708327
CCC(CCC)CC=1CCCCC1C(=O)CCCC,CC(CCC)CCCCC(=O)C(CCC)C=CCC,5.598988762722359
CCC(O)CC=1CCCCC1C,CCC(CC)CCCC(=O)CCC=1CCCCC1C(O)(O)Cc1ccccc1C(O)C,3.037055894107154
CC(CC)CC,CCC,6.256640179670749
C(CCC)CCC(CC)(O)C(O)C,CCCCCC,1.1723104001613658
C(CC)(O)CCC(O)C,CCCCC=1CCCCC1CC,5.091379570769243
CCCCCC,CCc1ccccc1CC(CCC)Cc1ccccc1CC,8.216518058847745
CCCCC(CC)C,CCCC(=O)c1ccccc1CC,2.43031414847699
C(O)C(CC)CCC,C(O)C,6.062929716782305
CCCCCC,C(=O)c1ccccc1CCC=1CCCCC1CC=CCCCC,3.189200552433689
C=CC,CCCCc1ccccc1C(=O)C,5.020828592437594
CCCCCC,CCC(CC)(CCC)CCC,6.636897223078501
CCCCC,CCCCC=CCC(=O)CC,8.719890014006829
C(CCC)=C,C(CC)CCC=CCC,3.10789616545369
C=Cc1ccccc1CC,C(O)CCCCCCC,4.630766840142414
CCCCCCc1ccccc1CC,CCCC,8.661085484997887
CCCCCCCCCCCCC,CCCC=1CCCCC1CCCC,5.370369460791719
C(CCC)(CC)(CCC)C=1CCCCC1CCC,C(=O)C(CC)C=1CCCCC1C(=O)CC(O)C(CCC)(CC)CCCC,9.550780766540143
CC(CCC)(O)C=1CCCCC1C,CCCCC,4.765929911396325
C(O)C,CC(O)Cc1ccccc1CC=C,2.7487122388729532
C(CCC)(O)(O)CC,CC=Cc1ccccc1C,6.506380893718637
C=CCCCC,CCC,3.1385448326870238
CCCCCCC(CC)CC,C(=O)CC,7.109535832580536
CCCCCC,CCC=1CCCCC1C=CC,6.096738910353498
C(O)=C,CCC,5.90079004436069
CCC(=O)CC,Cc1ccccc1CC,6.499391947856045
CC=CCCC,C=C,3.6851946258970276
CCC,C(CCC)CCCC,7.310333902790362
CC(=O)CC(CCC)C(CC)CC,CCCC(CC)C=1CCCCC1CCC,7.415339717297578
C(CCC)(CC)CCC=CCC(=O)CCCc1ccccc1C,CCC,8.523267413506645
CCCC(CC)(O)CC=1CCCCC1CCCC,CCC,8.199755715704736
C(CCC)=C,CCC=1CCCCC1C,7.924448170868108
C(=O)C(O)c1ccccc1CC,C(=O)(O)CC(=O)C,8.88615084818662
CC=1CCCCC1CC,C(CCC)(=O)CCC=1CCCCC1C=1CCCCC1C=1CCCCC1c1ccccc1CCCCCC(CCC)C=CC,2.9532008633714075
C=C(CC)CCC(=O)CC,C(O)CCCC=1CCCCC1C(CC)(O)CCC,2.6188273500012036
CCC(=O)C,C(=O)C(=O)C,8.577892127536893
C(=O)CC,CCC,7.589408021531457
CCC,CC=1CCCCC1CCC(CCC)CCCC(O)C,9.4412818031493
C(O)C(O)=CC,CC(CC)C,3.99283940220977
CCC,C(O)C,3.933606001200006
C(CC)C(CCC)CCCC,CCc1ccccc1C,7.166947836869122
CC(CC)Cc1ccccc1CC=1CCCCC1CC=1CCCCC1CCC,CCc1ccccc1c1ccccc1C(CCC)C(CC)CCC(O)CCCC,2.3964451874835033
C(O)C(CCC)c1ccccc1CCCC,CCCCC(CCC)c1ccccc1CCCC(O)CC(CCC)C,5.026067418685849
CCCCC(O)CCC(CCC)=C(CC)C,C(CCC)C,8.885123323794641
CC=1CCCCC1CC,CC=1CCCCC1C(CC)C(CCC)C,3.603418296688817
CCC,CCCC,8.959124495538234
CCCCC,CCC,6.619063198208869
C(O)C=1CCCCC1C=CC,CCCC(CC)C(CCC)CC=1CCCCC1C(O)CC(O)C=CCC,7.097948567395264
C=CCCCCC,C(=O)(CC)CCCC=1CCCCC1C,2.8162444614202693
CCC(O)CCc1ccccc1CCCC,CCCCCC=CCCC,3.9010726877533797
CC(=O)C,CC=1CCCCC1C,8.905007397678725
C(CC)CC,C(=O)C,6.047506782149089
CC(O)=CC,C=C,1.4649541563190254
CCCC(O)C(=O)c1ccccc1CCC=1CCCCC1CC,C=CCCC,7.249162831469031
C(CC)CC,CCCC,3.5427947530783754
C(O)(CC)CC=1CCCCC1CC(CC)C(CCC)C(=O)CC,C(=O)(O)CCC(O)CC,1.3038028709652685
C(CCC)CC,C(CCC)C,8.361438392735387
CCCCC(=O)C,CC=CCC=CC,4.9869426474758844
C(CCC)(CC)C,CCC,9.156382368698736
CC=1CCCCC1CCCC=1CCCCC1C=1CCCCC1CCCCC,CC(CCC)C,9.41461844990641
C(CC)Cc1ccccc1C,CCC,9.005194571239475
CCC,CCC(O)CC=CCCC,3.5172149998708364
C(CCC)c1ccccc1CCCC=1CCCCC1CCC(CCC)C,C(O)CCCCCCc1ccccc1CCCCC=C,8.412248310875036
C(CCC)=CCCc1ccccc1CC,CCC,1.2355423265165497
CCC(O)C,CC(CC)C(=O)C,5.711174900279664
CCCC,CCCc1ccccc1CC,4.127658628097585
C(CCC)CC(=O)CCC(O)C=1CCCCC1Cc1ccccc1C(CC)(CC)CCC(CC)(CCC)C,CCc1ccccc1CCCC(CC)C,9.221867175479762
CCC,C(CCC)CCCCCC,9.493490298979347
CCC,C(=O)CCc1ccccc1C,8.487624532902728
CCC=1CCCCC1C,CCCC,5.552190774217961
CCC=1CCCCC1C,CC=1CCCCC1C,2.519004084274213
CCc1ccccc1C,C=Cc1ccccc1CC(O)CCCCC(O)C=1CCCCC1C(O)C=C=CC,6.3526869663409435
CCC,C=CCC,7.388343771431103
C(CCC)C(=O)C,CCCC(O)c1ccccc1C,3.4312022759214904
C(CCC)CCCC,CCC=C,3.3228719147270636
CC(=O)C,CCCC,7.636988586730276
CCCCC(O)C,CCCC(CCC)CCC,6.237761130346048
C(CCC)=C,C(CCC)(O)(O)Cc1ccccc1CC,8.957207601356576
CCC=1CCCCC1CC(O)CCCCC=1CCCCC1C,Cc1ccccc1CC(CCC)CC,7.426445149367909
CC(O)C=1CCCCC1C,CCC,6.613616357793779
CCC,C(=O)CCc1ccccc1CC(=O)C(CCC)CC,1.4667639775185997
C(CCC)CC(CCC)CCCCCCCCc1ccccc1CC,CCc1ccccc1CC,4.383332552254279
C(=O)CCCCCCCC=1CCCCC1C(CC)CC,CCCC,4.970692205248509
CCCCCCC=1CCCCC1C,CCCCCCC(O)CC=1CCCCC1CC,7.433953383084064
C(=O)C,CC(CC)CC=1CCCCC1CCc1ccccc1C=C,9.9950792171133
CCCC(O)CC,CC(CCC)(O)CC(CCC)CCC,5.2894713167961545
CCCC,C=C(CCC)CC,3.61142217792503
C(=O)CC=CCCCC,CC=1CCCCC1CC(O)=CC,3.260537687509024
CCC,C(O)C,4.2671329732097245
CCC(CC)CCCCC(CC)CCCCCCCC,CCC,2.929755743844882
C(=O)C(CC)c1ccccc1CCCCCC=1CCCCC1CC,C(CC)(CC)C,8.198303945860271
CCC(CCC)C,CCCCC=1CCCCC1CC,4.044508482823193
CCCCCCCCCCC,C(CC)C,3.395507908452303
CCCC=CC(CCC)=C=C,CCC,6.528222738337637
CC(CC)(CCC)C(CC)C(O)(O)CC,CCC(O)C,1.9286355792790613
C(O)CC,CCCCc1ccccc1C,6.708892831281494
C(O)CCC=CCCC,CCC,7.036512548461462
CCC,C(=O)=CC,3.530887061314121
CCC,C(=O)(CCC)C(CCC)CCCCCC,5.452932096534247
C(=O)C(CCC)Cc1ccccc1CCc1ccccc1C,CCC,6.3366588692319965
CC(O)CCCC(CC)C=1CCCCC1CCCC,CCC=1CCCCC1CCCC(O)CC(CC)CC(CCC)=CCC(O)=CC,3.8211831584514724
CCC,CCCCCCC,8.063136514412786
CCCC,CCCCCCCCCCC,7.165862280665141
CCC,C(O)C=1CCCCC1C,8.088993505359085
C=C,C(CCC)c1ccccc1C,9.191979470161254
CCC,Cc1ccccc1C,9.625100423976365
CCCCC,CCC(CCC)CCc1ccccc1C,3.9208728788080713
CCC,CCCCC,1.0599623861450858
CCC,C=C,4.193026852832227
CCCC,CCCC,6.095695512216977
C=CCCCCCC,CC=1CCCCC1C=1CCCCC1C=1CCCCC1CCCCCCC,4.827778769121187
Cc1ccccc1CC(=O)C=1CCCCC1C=CCCCCCCC(=O)CC,C(CC)CC(CCC)C,5.427199766258976
CC(=O)CCC,C=CC(O)CCC,4.793245885740405
CC(=O)CC,CC(CC)CC,3.2182958394029004
CCCc1ccccc1CC,CCC,6.928934999614548
CCC(=O)C,Cc1ccccc1C,5.884544015080032
CCC,CCCCCCCC(CC)CCC(=O)C(O)C,9.553952247611122
C=CCC=1CCCCC1Cc1ccccc1CCc1ccccc1C=1CCCCC1C(O)CCCCCCC,CCCC,7.97484883416924
CCC,CC(O)Cc1ccccc1CCCCC,4.243264728164455
C(CC)C=C(O)CCCCCC(O)=C,CCCCC=1CCCCC1CC(O)(O)c1ccccc1CC(CC)CC(CCC)CCCC,7.937816237478635
CCC,CCCCc1ccccc1CCC,9.294662024200754
CCC=C,CCC,4.679747879666527
C(=O)CCCC(CC)CC,CCC(O)(CC)CC,8.328339994115286
C(O)CCC(CCC)(CCC)c1ccccc1c1ccccc1C,C(O)c1ccccc1C=1CCCCC1CCC,2.5538870263139675
C(O)(O)=CCCc1ccccc1C(=O)C(O)CCCCCC=1CCCCC1CC,CCC,2.9625185255294304
CC=CCC(O)C,CC(CCC)C,8.97014174298782
CCCC=CCCC,CCC,8.978689260845544
CC=1CCCCC1C,C(=O)C=1CCCCC1C(CC)CC,7.779629832198954
CC(CC)CCC,C(CCC)(CCC)C,7.471981840028363
C(CCC)C(=O)c1ccccc1CC(CCC)CCCC=1CCCCC1CC,CCC,5.540911426707838
C(=O)CCCC(CC)CC=1CCCCC1CC(=O)C(O)CC,CC(O)CC(O)CCC,2.5155047667647663
CCCCCCCC,CC(O)CC=1CCCCC1CC,9.102709701844608
CCC(=O)CCC(CC)C,CC=1CCCCC1C=1CCCCC1c1ccccc1C,6.3769996030529885
CCC(O)C(=O)C=C=C,CC=1CCCCC1C,6.675749262908431
C(=O)C(CCC)CCCC,C(O)(CCC)C(=O)C(=O)C(CCC)C,8.493148912324031
CCCCC,CC(CC)CC(=O)CC(O)c1ccccc1CCCCCC=C,5.235922125906774
C(=O)CCC=1CCCCC1C(=O)CC(O)CCCCCC,C(O)c1ccccc1CCCCCc1ccccc1c1ccccc1CC,1.8314686133640685
C(=O)CCCCC=1CCCCC1Cc1ccccc1C,CCCCc1ccccc1CCCCC(O)CC(CC)c1ccccc1C(CC)CCC,6.615828085917391
CCC=1CCCCC1CC(CC)CCc1ccccc1CC,C(CCC)CC,4.906204624069302
C(=O)C=1CCCCC1C,C(O)CCCCC=1CCCCC1C,1.8809412076725467
C(=O)CCCC(CCC)(O)CCc1ccccc1CC,Cc1ccccc1CC,8.63523616142265
CCC=1CCCCC1C(CC)CC,CCCCCCCC,7.3376152949548565
CCCC=1CCCCC1C=1CCCCC1CC=1CCCCC1c1ccccc1C,CC(O)CCc1ccccc1C,8.305290913012424
C(CC)CCCCCC,CCC,7.129204747132878
CCCC(O)CCCCc1ccccc1C,C(=O)CC,8.595361614082417
CCCCCCC,CC(=O)C,5.831236549817487
CC(=O)CC,CCC(CCC)CC,5.824181612851666
CCC,CC(=O)CCCCC,1.2022976778182115
CCC,CCCC(O)(O)CC,6.5016484241656824
CCCCC,CCC,9.272088000217545
CCCCCCC(O)CCC(CCC)CC,CCCC(CCC)CC,3.570061026863023
CCCC=1CCCCC1CC=CCCC,CCC,2.007456954201328
CC=CC(O)CC,C(CCC)C,1.1133124998433224
CCC=1CCCCC1C,CCC,7.687530262719856
Cc1ccccc1C(CC)CC=1CCCCC1CCCC,CCCC,9.842414771644156
C(CCC)CCC,CCCC,1.7311556697838342
CCCCCCCC,C(CCC)(O)(CC)CCC(=O)CC(CCC)CC(CC)C(CCC)Cc1ccccc1C,7.17044653033354
C(O)=CC,CCC,8.64678575640636
C(CCC)(CC)=CC,C(CC)C(CCC)CCCCC,6.747833446723857
CCCCC,C(CCC)CCCCCc1ccccc1CCCCCc1ccccc1CCCC,6.30241719504596
Cc1ccccc1CC,C(CCC)CC=1CCCCC1C=C(O)Cc1ccccc1CCC=1CCCCC1C=C=C,5.525974562832324
Cc1ccccc1C(=O)C,CCCCCc1ccccc1CCCC,4.2719500887991675
CCc1ccccc1C(CCC)CC=1CCCCC1CCC,CC=CC=CC,4.51375873869455
C=CCC,CC(O)C=CC,7.656191898460329
CCCCCCC=1CCCCC1C,CCC,6.684302258819845
C(O)C,CC(CC)C=CCCC,4.068449407348293
CCC(O)CC(=O)C,C=C,1.5121972152635057
C(CC)CC,C(O)CCCC(CC)CC(CCC)CCC,4.205679928630753
CCCc1ccccc1CCCC(=O)c1ccccc1CCC(CCC)(O)C=CC,CCCCCCCc1ccccc1CCCC(O)=CCCCCC,7.552061060100512
C=C,C(CCC)CCCC,1.4164052699591432
C(O)CC,CC(O)CCCCCC(=O)CC,6.278218829447079
Cc1ccccc1C=1CCCCC1CCC(CCC)(CC)CC,CCCCCCC,6.769727069831373
CC=1CCCCC1CCCCCC,CC=1CCCCC1C=1CCCCC1C=1CCCCC1C=CC(CC)(CC)C,1.8140042685409437
CCC(O)Cc1ccccc1CCC,C(=O)(CC)C,3.050187395289214
CCC(CCC)C,CCC,7.8384210284755795
Cc1ccccc1CCCC,C(CC)CC,1.8942124841086376
Cc1ccccc1C(CCC)CCC,C(O)CCCCC,6.489240136908074
CC(O)c1ccccc1Cc1ccccc1CCC=1CCCCC1CC,CCC=CC,1.6293113461036755
C(CCC)Cc1ccccc1C=1CCCCC1C=1CCCCC1C(O)CC=1CCCCC1C,CCc1ccccc1CCCCC=C,6.8505089288376935
C=C(CC)C,CC(CC)C=CCCCCCC,3.34010730350466
C(CCC)(=O)CCc1ccccc1CCCCCCCCC,C(O)(CC)C(CC)(CC)CCCCCC,9.01026884504318
Cc1ccccc1C=1CCCCC1C(CC)C,CCCC,6.600302527461856
CCC(=O)CC,CCC,5.82234731932266
CC(O)CC,CCCCC,7.813615287988398
C(CCC)CCCCC=Cc1ccccc1CC(CCC)CCC,CCCc1ccccc1CCC,1.1698660338638762
CC=CC,CCC,1.8070031772561532
C(O)CCCC(O)CCC(=O)CC,CCC,2.9798788933133946
C(O)CC,CCC=1CCCCC1C(=O)CC,3.8494629561492206
C(CC)(CCC)CC(CCC)C(=O)CCCC,C(=O)CC,6.760497243369938
CCCCC(CCC)CC(CC)(O)C,CCCC,3.7961596598806464
CCC=1CCCCC1C,CCC(O)CCCCC,6.477092517889987
CC(CC)CC(CCC)CCCC=1CCCCC1C,CCCCC=1CCCCC1C(CCC)CCc1ccccc1c1ccccc1C(=O)CCC,2.6451609518064663
C(CCC)(CC)C,CCC,8.626023217334323
CC(O)C,CCC(CC)C,3.78725278757703
CCC,CCCC,4.857371225959351
CCCCC,Cc1ccccc1CCC,8.11038331769026
Cc1ccccc1C,C(CCC)c1ccccc1C,4.767081688221353
CCCC,C(O)CC=C,5.144864424743784
C(=O)c1ccccc1CC(CC)CCCCc1ccccc1c1ccccc1CCCCCC(O)CC,CCCc1ccccc1C=1CCCCC1CC,3.551093711476717
CCCCC=CCCCCC(CCC)CC,CCC(CCC)C,9.326700317997979
CCCC,C=C,1.4469458412218426
CC(O)CC=1CCCCC1C(=O)C=1CCCCC1CC(O)CCC(CC)C,CC=1CCCCC1C,1.4002312805269375
CC(O)CCC,C(=O)CC,8.696064066789276
CC=1CCCCC1C,C(O)CC(CC)c1ccccc1C,8.569686226769292
CCCC,CCC,1.0380818387716646
C(CCC)C,CCCC,4.597407148657512
C=Cc1ccccc1CCCCC,CCCC=C(CC)CC,4.7282335192561815
CCC,C(O)(CCC)CCC,3.678922186709165
CC(CCC)C,CCC,9.522855581017042
CCCC(=O)C=C,CCCC,9.409620978324002
CCC,CCC=1CCCCC1CC,5.048984923259906
CCC,CCC,5.741755017047113
